notation,description,smiles,core_smiles,enum,pathways
S.1409.16,S.1409.14,COC12CC(=O)OC13C(=O)c1c(cc4cc(O)c5c(c4c1O)CN(C)C5=O)C(=O)C3(O)CO2,COC12CC(=O)OC13C(=O)c1c(cc4cc(O)c5c(c4c1O)CN(C)C5=O)C(=O)C3(O)CO2,['TypeIIPolyketide'],"['MA.1217', 'MA.1409']"
S.1409.16,S.1409.16,*OC12COC3(OC)CC(=O)OC31C(=O)c1c(cc3cc(O)c4c(c3c1O)CN(C)C4=O)C2=O,COC12CC(=O)OC13C(=O)c1c(cc4cc(O)c5c(c4c1O)CN(C)C5=O)C(=O)C3(O)CO2,['TypeIIPolyketide'],"['MA.1217', 'MA.1409']"
S.659156_H.25,S.659156_H.25,*OP(=O)([O-])OC1CCC(O)C(C)O1,CC1OC(OP(=O)([O-])O)CCC1O,['TypeIIPolyketide'],"['MA.1217', 'MA.659156_F', 'MA.659156_H']"
S.659156_H.25,S.659156_G.27,*OP(=O)([O-])OC1CCC(*)(O)C(C)O1,CC1OC(OP(=O)([O-])O)CCC1O,['TypeIIPolyketide'],"['MA.659156_C', 'MA.659156_D', 'MA.659156_E', 'MA.659156_G']"
S.659156_H.25,S.526.31,*OP(=O)([O-])OC1CC(*)C(O)C(C)O1,CC1OC(OP(=O)([O-])O)CCC1O,['TypeIIPolyketide'],['MA.526']
S.931.37,S.931.37,*C1CCC(O)C(C)O1,CC1OCCCC1O,"['NonRibosomalPeptide', 'Nucleoside', 'TypeIIPolyketide']","['MA.1217', 'MA.1530', 'MA.1628', 'MA.1725', 'MA.1736', 'MA.1891', 'MA.659156_F', 'MA.659156_H', 'MA.797', 'MA.931']"
S.931.37,S.1736.24,*OC1CCC(*)OC1C,CC1OCCCC1O,['TypeIIPolyketide'],"['MA.1628', 'MA.1736']"
S.931.37,S.582.29,*CC1OC(*)C(*)CC1O,CC1OCCCC1O,['Aminoglycoside'],['MA.582']
S.931.37,S.1725.66,*OC1C(*)CC(*)OC1C,CC1OCCCC1O,['TypeIIPolyketide'],['MA.1725']
S.931.37,S.700.19,*C1CC(*)(*)C(O)C(C)O1,CC1OCCCC1O,['TypeIIPolyketide'],['MA.700']
S.931.37,S.700.27,*OC1C(C)OC(*)CC1(*)*,CC1OCCCC1O,['TypeIIPolyketide'],"['MA.1941', 'MA.700']"
S.931.37,S.904.53,*C1CC(*)C(O)C(C)O1,CC1OCCCC1O,['TypeIIPolyketide'],"['MA.714', 'MA.904']"
S.659044_H.1,S.659044_H.1,Cc1ccc(C(=O)S)c2ccccccccc12,Cc1ccc(C(=O)S)c2ccccccccc12,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_B', 'MA.659044_D', 'MA.659044_G', 'MA.659044_H']"
S.659044_H.2,S.659044_H.2,C/C=C/C=C/C=C/C=C/C=C/C=C/C(O)CC(=O)S,C/C=C/C=C/C=C/C=C/C=C/C=C/C(O)CC(=O)S,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_B', 'MA.659044_D', 'MA.659044_G', 'MA.659044_H']"
S.659044_H.3,S.659044_H.3,CC1/C=C\C=C\C=C/C=C\C=C\C1C(O)CC(=O)S,CC1/C=C\C=C\C=C/C=C\C=C\C1C(O)CC(=O)S,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_B', 'MA.659044_D', 'MA.659044_G', 'MA.659044_H']"
S.659044_H.4,S.659044_H.4,Cc1ccc(C(=O)S)c2cc3ccccc3cc12,Cc1ccc(C(=O)S)c2cc3ccccc3cc12,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_B', 'MA.659044_D', 'MA.659044_G', 'MA.659044_H']"
S.659044_H.5,S.659044_H.5,CC1=CC(=O)C2C#C/C=C\C#CC(=O)C1C2C,CC1=CC(=O)C2C#C/C=C\C#CC(=O)C1C2C,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_B', 'MA.659044_D', 'MA.659044_G', 'MA.659044_H']"
S.659044_H.6,S.659044_H.6,Cc1ccc2c3c(c4ccccc4cc13)SC2=O,Cc1ccc2c3c(c4ccccc4cc13)SC2=O,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_B', 'MA.659044_D', 'MA.659044_G', 'MA.659044_H']"
S.659044_H.7,S.659044_H.7,CC1=CC(=O)C2C#C/C=C\C#CC(=O)C1C2CNc1ccc2c3c(c4ccccc4cc13)SC2=O,CC1=CC(=O)C2C#C/C=C\C#CC(=O)C1C2CNc1ccc2c3c(c4ccccc4cc13)SC2=O,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_B', 'MA.659044_D', 'MA.659044_G', 'MA.659044_H']"
S.659044_H.8,S.659044_H.8,CC1=CC(=O)C2C#C/C=C\C#CC3C1C2CN3c1ccc2c3c(c4ccccc4cc13)SC2=O,CC1=CC(=O)C2C#C/C=C\C#CC3C1C2CN3c1ccc2c3c(c4ccccc4cc13)SC2=O,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_B', 'MA.659044_G', 'MA.659044_H']"
S.659044_H.9,S.659044_H.9,CC1=CC(=O)C2c3ccccc3C3C1C2CN3c1ccc2c3c(c4ccccc4cc13)SC2=O,CC1=CC(=O)C2c3ccccc3C3C1C2CN3c1ccc2c3c(c4ccccc4cc13)SC2=O,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_B', 'MA.659044_G', 'MA.659044_H']"
S.659044_H.9,S.659044_B.18,*c1ccc2cc3c(N4CC5C6C(=O)C=C(C)C5C4c4ccccc46)ccc4c3c(c2c1)SC4=O,CC1=CC(=O)C2c3ccccc3C3C1C2CN3c1ccc2c3c(c4ccccc4cc13)SC2=O,['TypeIPolyketide'],['MA.659044_B']
S.659044_H.10,S.659044_H.10,CC1=CC(=O)C2c3cccc4c3C3C1C2CN3c1ccc2c3c(c5ccccc5c-4c13)SC2=O,CC1=CC(=O)C2c3cccc4c3C3C1C2CN3c1ccc2c3c(c5ccccc5c-4c13)SC2=O,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_G', 'MA.659044_H']"
S.659044_H.11,S.659044_H.11,CC1=CC(=O)C2c3cccc4c3C3C1C2CN3c1ccc2c3c(c5c(c-4c13)C=CC1OC51)SC2=O,CC1=CC(=O)C2c3cccc4c3C3C1C2CN3c1ccc2c3c(c5c(c-4c13)C=CC1OC51)SC2=O,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_G', 'MA.659044_H']"
S.659044_H.12,S.659044_G.12,*C1C=Cc2c(c3c4c(ccc5c4c2-c2cccc4c2C2C6C(C)=CC(=O)C4C6CN52)C(=O)S3)C1*,CC1=CC(=O)C2c3cccc4c3C3C1C2CN3c1ccc2c3c(c5c(c-4c13)C=CCC5)SC2=O,['TypeIPolyketide'],"['MA.659044_A', 'MA.659044_G']"
S.659044_H.12,S.659044_G.15,*c1ccc2c3c1C1C(=O)C=C(C)C4C3N(CC14)c1ccc3c4c(c5c(c-2c14)C=CC(*)C5*)SC3=O,CC1=CC(=O)C2c3cccc4c3C3C1C2CN3c1ccc2c3c(c5c(c-4c13)C=CCC5)SC2=O,['TypeIPolyketide'],['MA.659044_G']
S.659044_H.12,S.659044_H.12,*C1c2c(c3c4c(ccc5c4c2SC5=O)N2CC4C5C(C)=CC(=O)C4c4cccc-3c4C52)C=CC1*,CC1=CC(=O)C2c3cccc4c3C3C1C2CN3c1ccc2c3c(c5c(c-4c13)C=CCC5)SC2=O,['TypeIPolyketide'],['MA.659044_H']
S.938.4,S.938.4,CC(=O)c1c(O)cc2cc3c(C)c4cccc(O)c4c(O)c3c(O)c2c1O,CC(=O)c1c(O)cc2cc3c(C)c4cccc(O)c4c(O)c3c(O)c2c1O,['TypeIIPolyketide'],['MA.938']
S.938.8,S.938.5,*c1c2c(c(O)c3c(O)cccc13)C(=O)C1(*)C(=O)C(C(C)=O)C(=O)C(=O)C1C2,CC(=O)C1C(=O)C(=O)C2Cc3cc4cccc(O)c4c(O)c3C(=O)C2C1=O,['TypeIIPolyketide'],['MA.938']
S.938.8,S.938.8,*c1ccc2c(*)c3c(c(O)c2c1O)C(=O)C1(*)C(=O)C(C(C)=O)C(=O)C(=O)C1C3,CC(=O)C1C(=O)C(=O)C2Cc3cc4cccc(O)c4c(O)c3C(=O)C2C1=O,['TypeIIPolyketide'],['MA.938']
S.938.12,S.938.12,*c1ccc2c(*)c3c(c(O)c2c1O)C(=O)C1(*)C(=O)C(C(C)=O)C(=O)C(*)C1C3,CC(=O)C1C(=O)CC2Cc3cc4cccc(O)c4c(O)c3C(=O)C2C1=O,['TypeIIPolyketide'],['MA.938']
S.926.2,S.926.2,O=P([O-])([O-])OC1OC(CO)C(O)C(O)C1O,O=P([O-])([O-])OC1OC(CO)C(O)C(O)C1O,"['Aminocoumarin', 'Bisindole', 'TypeIIPolyketide']","['MA.1646', 'MA.526', 'MA.626', 'MA.659040', 'MA.659147', 'MA.659156_C', 'MA.659156_D', 'MA.659156_E', 'MA.659156_F', 'MA.659156_G', 'MA.659156_H', 'MA.926']"
S.926.8,S.926.8,*P(=O)([O-])OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1O,Cc1cn(C2CC(O)C(CO[PH](=O)[O-])O2)c(=O)[nH]c1=O,"['Aminocoumarin', 'TypeIIPolyketide']","['MA.526', 'MA.626', 'MA.659147', 'MA.659156_C', 'MA.659156_D', 'MA.659156_E', 'MA.659156_F', 'MA.659156_G', 'MA.659156_H', 'MA.926']"
S.659156_H.20,S.659156_H.20,CC(=O)C1=C(O)C(O)C2CC3=C(C(=O)c4c(O)cccc4C3=O)C(=O)C2(O)C1=O,CC(=O)C1=C(O)C(O)C2CC3=C(C(=O)c4c(O)cccc4C3=O)C(=O)C2(O)C1=O,['TypeIIPolyketide'],"['MA.659156_C', 'MA.659156_D', 'MA.659156_E', 'MA.659156_F', 'MA.659156_G', 'MA.659156_H']"
S.659156_G.24,S.659156_G.24,*C1C(O)=C(C(C)=O)C(=O)C2(*)C(=O)c3c(cc4cccc(O)c4c3O)CC12,CC(=O)C1=C(O)CC2Cc3cc4cccc(O)c4c(O)c3C(=O)C2C1=O,['TypeIIPolyketide'],"['MA.659156_C', 'MA.659156_F', 'MA.659156_G']"
S.659156_G.23,S.659156_G.23,CC(=O)C(=O)[O-],CC(=O)C(=O)[O-],['TypeIIPolyketide'],"['MA.659156_C', 'MA.659156_D', 'MA.659156_E', 'MA.659156_G']"
S.659156_G.30,S.659156_G.30,*C1C2Cc3cc4cccc(O)c4c(O)c3C(=O)C2(*)C=C(C(C)=O)C1O,CC(=O)C1=CC2C(=O)c3c(cc4cccc(O)c4c3O)CC2CC1O,['TypeIIPolyketide'],"['MA.659156_C', 'MA.659156_F', 'MA.659156_G']"
S.659156_F.29,S.659156_F.29,*C1C2Cc3cc4cccc(O)c4c(O)c3C(=O)C2(*)CC(C(C)=O)C1O,CC(=O)C1CC2C(=O)c3c(cc4cccc(O)c4c3O)CC2CC1O,['TypeIIPolyketide'],"['MA.659156_C', 'MA.659156_F']"
S.659156_E.29,S.659156_E.29,*CC(=O)C1(O)CCC(OP(=O)([O-])O*)OC1C,CC(=O)C1(O)CCC(OP(=O)([O-])O)OC1C,['TypeIIPolyketide'],"['MA.659156_C', 'MA.659156_E']"
S.659156_F.34,S.659156_F.34,*OC12CC(C(C)=O)C(O)C(*)C1Cc1cc3cccc(O)c3c(O)c1C2=O,CC(=O)C1CC2(O)C(=O)c3c(cc4cccc(O)c4c3O)CC2CC1O,['TypeIIPolyketide'],"['MA.659156_C', 'MA.659156_F']"
S.659156_E.33,S.659156_E.33,*CC(=O)C1(O)CCC(*)OC1C,CC(=O)C1(O)CCCOC1C,['TypeIIPolyketide'],"['MA.659156_C', 'MA.659156_E']"
S.659033.20,S.659033.20,*N(CCCC(N)C(=O)O)C(=O)N(*)N=O,NC(CCCNC(=O)NN=O)C(=O)O,['Alkaloid'],['MA.659033']
S.659033.25,S.659033.23,NC1C(O)OC(CO)C(O)C1O,NC1C(O)OC(CO)C(O)C1O,['Alkaloid'],['MA.659033']
S.659033.25,S.659033.25,*NC1C(O)OC(CO)C(O)C1O,NC1C(O)OC(CO)C(O)C1O,['Alkaloid'],['MA.659033']
S.659033.24,S.659033.24,*C(=O)N(*)N=O,O=CNN=O,['Alkaloid'],['MA.659033']
S.1347.2,S.1347.2,NCCCCC(=O)C(=O)O,NCCCCC(=O)C(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.5,S.1347.5,CC(C)(CO[PH](=O)(=O)O[PH](=O)(=O)OCC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O[PH](=O)(=O)O)C(=O)C(O)NCCC(=O)NCCSC(=O)c1ccccn1,CC(C)(CO[PH](=O)(=O)O[PH](=O)(=O)OCC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O[PH](=O)(=O)O)C(=O)C(O)NCCC(=O)NCCSC(=O)c1ccccn1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.6,S.1347.6,S=c1cccc[nH]1,S=c1cccc[nH]1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.9,S.1347.9,*C(=O)CC(O)c1ccccn1,O=CCC(O)c1ccccn1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.11,S.1347.11,*C(=O)C=Cc1ccccn1,O=CC=Cc1ccccn1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.42,S.1347.42,*c1ccccn1,c1ccncc1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.18,S.1347.18,*C(*)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[PH](=O)(=O)O[PH](=O)(=O)OCC1OC(n2cnc3c(=N)nc[nH]c32)C(O)C1O[PH](=O)(=O)O,C=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[PH](=O)(=O)O[PH](=O)(=O)OCC1OC(n2cnc3c(=N)nc[nH]c32)C(O)C1O[PH](=O)(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.19,S.1347.19,*NC(CS)C(=O)NC(CC(C)C)C(=O)S,CC(C)CC(NC(=O)C(N)CS)C(=O)S,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.21,S.1347.21,*C(=O)C(CC(C)C)n1sc2c(=O)cc(*)[nH]c2c1=O,CC(C)CC(C=O)n1sc2c(=O)cc[nH]c2c1=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.24,S.1347.24,*Sc1c(C(=O)NC(CC(C)C)C(*)=O)[nH]c(*)cc1=O,CC(C)CC(C=O)NC(=O)c1[nH]ccc(=O)c1S,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.32,S.1347.28,*Sc1c(C(*)=O)[nH]c(*)cc1=O,O=Cc1[nH]ccc(=O)c1S,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.32,S.1347.32,*Sc1c(C=O)[nH]c(*)cc1=O,O=Cc1[nH]ccc(=O)c1S,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.35,S.1347.35,*Cc1[nH]c(*)cc(=O)c1S*,Cc1[nH]ccc(=O)c1S,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.39,S.1347.39,*N=Cc1[nH]c(*)cc(=O)c1S*,N=Cc1[nH]ccc(=O)c1S,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.1347.43,S.1347.43,*N=Cc1nc(*)cc(O*)c1S*,N=Cc1nccc(O)c1S,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1347']
S.864.3,S.864.3,CC(=O)C(=O)O,CC(=O)C(=O)O,"['Alkaloid', 'BetaLactam', 'Nucleoside', 'Phosphonate', 'Terpene', 'TypeIPolyketide']","['MA.1617', 'MA.1822', 'MA.659035', 'MA.659103', 'MA.659138', 'MA.864']"
S.864.3,S.860.19,*CC(=O)C(=O)O,CC(=O)C(=O)O,"['Nucleoside', 'Phenazine', 'Phosphonate', 'Terpene']","['MA.1196', 'MA.1242', 'MA.1451', 'MA.659103', 'MA.659139', 'MA.860']"
S.864.3,S.659103.5,*C(*)C(=O)C(=O)O,CC(=O)C(=O)O,['Nucleoside'],['MA.659103']
S.1617.2,S.1617.2,O=CC(O)CO[PH](=O)(=O)O,O=CC(O)CO[PH](=O)(=O)O,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.1617.6,S.1617.4,*C(O)C(O)CO[PH](=O)(=O)O,O=[PH](=O)(O)OCC(O)CO,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.1617.6,S.1617.6,*C(*)(O)C(O)CO[PH](=O)(=O)O,O=[PH](=O)(O)OCC(O)CO,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.1617.9,S.1617.9,*C(=C)CCO[PH](=O)(=O)O[PH](=O)(=O)O,C=CCCO[PH](=O)(=O)O[PH](=O)(=O)O,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.1617.11,S.1617.11,*C(*)=CCO[PH](=O)(=O)O[PH](=O)(=O)O,C=CCO[PH](=O)(=O)O[PH](=O)(=O)O,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.1617.14,S.1617.14,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCO[PH](=O)(=O)O[PH](=O)(=O)O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCO[PH](=O)(=O)O[PH](=O)(=O)O,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.1617.15,S.1617.15,*CC1C(=C)CCC2C(C)(C)CCCC12C,C=C1CCC2C(C)(C)CCCC2(C)C1C,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.864.2,S.864.2,NC(CC=O)C(=O)O,NC(CC=O)C(=O)O,"['BetaLactam', 'Ectoine', 'Melanin', 'Terpene', 'TypeIPolyketide']","['MA.1164', 'MA.1440', 'MA.1454', 'MA.1617', 'MA.1809', 'MA.1975', 'MA.522', 'MA.864']"
S.864.2,S.659119.3,*NC(CC(*)=O)C(=O)O,NC(CC=O)C(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659119']
S.864.2,S.659119.17,*NC(*)(CC(*)=O)C(=O)O,NC(CC=O)C(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659119']
S.864.2,S.814.2,*C(=O)CC(N)C(=O)O,NC(CC=O)C(=O)O,['TypeIIPolyketide'],['MA.814']
S.962.14,S.962.14,*c1cc(C(=O)O)ccc1O,O=C(O)c1ccc(O)cc1,"['Aminocoumarin', 'Melanin', 'Terpene', 'TypeIPolyketide']","['MA.1164', 'MA.1454', 'MA.1617', 'MA.1809', 'MA.1975', 'MA.962']"
S.962.14,S.1617.23,*c1c(O)ccc(C(=O)O)c1*,O=C(O)c1ccc(O)cc1,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.962.14,S.1809.22,*OC(=O)c1ccc(O)c(*)c1,O=C(O)c1ccc(O)cc1,['Melanin'],"['MA.1164', 'MA.1454', 'MA.1809']"
S.962.14,S.1019.12,O=C(O)c1ccc(O)cc1,O=C(O)c1ccc(O)cc1,"['Nucleoside', 'TypeIPolyketide']",['MA.1019']
S.1617.21,S.1617.21,C=C1CC23CCC1CC2C1(C)CCCC(C)(C)C1CC3,C=C1CC23CCC1CC2C1(C)CCCC(C)(C)C1CC3,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.1617.25,S.1617.25,*C(=O)CCC1(C)C(=O)C=CC23CCC(CC21)C(=C)C3,C=C1CC23C=CC(=O)C(C)(CCC=O)C2CC1CC3,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.1617.27,S.1617.27,*C(=O)Nc1c(O)ccc(C(=O)O)c1*,O=CNc1cc(C(=O)O)ccc1O,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.1617.29,S.1617.29,*CCC1(C)C(=O)C=CC23CCC(CC21)C(=C)C3,C=C1CC23C=CC(=O)C(C)(CC)C2CC1CC3,"['Terpene', 'TypeIPolyketide']",['MA.1617']
S.678.1,S.678.1,CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S,CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S,['TypeIIPolyketide'],"['MA.662', 'MA.678']"
S.678.2,S.678.2,Cc1cc2cc3c(c(O)c2c(=O)o1)-c1cc2cc4cc(O)cc(O)c4c(O)c2c(O)c1CC3,Cc1cc2cc3c(c(O)c2c(=O)o1)-c1cc2cc4cc(O)cc(O)c4c(O)c2c(O)c1CC3,['TypeIIPolyketide'],['MA.678']
S.678.3,S.678.3,*OC1=CC(=O)c2c(O)c3c(c(*)c2C1=O)C(=O)C1(*)c2c(cc4cc(C)oc(=O)c4c2O)CCC1(*)C3=O,Cc1cc2cc3c(c(O)c2c(=O)o1)C1C(=O)c2cc4c(c(O)c2C(=O)C1CC3)C(=O)C=C(O)C4=O,['TypeIIPolyketide'],['MA.678']
S.678.8,S.678.8,*OC1=CC(=O)c2c(O)c3c(c(*)c2C1=O)C(=O)OC1(CCc2cc4cc(C)oc(=O)c4c(O)c2O1)C3=O,Cc1cc2cc3c(c(O)c2c(=O)o1)OC1(CC3)OC(=O)c2cc3c(c(O)c2C1=O)C(=O)C=C(O)C3=O,['TypeIIPolyketide'],['MA.678']
S.678.11,S.678.11,*OC1=CC(=O)c2c(O)c3c(c(*)c2C1=O)OC1(CCc2cc4cc(C)oc(=O)c4c(O)c2O1)C3=O,Cc1cc2cc3c(c(O)c2c(=O)o1)OC1(CC3)Oc2cc3c(c(O)c2C1=O)C(=O)C=C(O)C3=O,['TypeIIPolyketide'],['MA.678']
S.678.14,S.678.14,*Oc1cc(O)c2c(O)c3c(c(*)c2c1*)OC1(CCc2cc4cc(C)oc(=O)c4c(O)c2O1)C3=O,Cc1cc2cc3c(c(O)c2c(=O)o1)OC1(CC3)Oc2cc3cc(O)cc(O)c3c(O)c2C1=O,['TypeIIPolyketide'],['MA.678']
S.678.18,S.678.18,*Oc1cc(O)c2c(O)c3c(c(*)c2c1*)OC1(Oc2c(cc4cc(C)oc(=O)c4c2O)C2OC21)C3=O,Cc1cc2cc3c(c(O)c2c(=O)o1)OC1(Oc2cc4cc(O)cc(O)c4c(O)c2C1=O)C1OC31,['TypeIIPolyketide'],['MA.678']
S.1679.2,S.1679.2,CC(=O)NC1C(O[PH](=O)(=O)O[PH](=O)(=O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1O,CC(=O)NC1C(O[PH](=O)(=O)O[PH](=O)(=O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1O,"['Aminoglycoside', 'Nucleoside']","['MA.1383', 'MA.1679']"
S.1383.2,S.1383.2,CC(=O)NC1C(=O)C(O)C(C)OC1O[PH](=O)(=O)O[PH](=O)(=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,CC(=O)NC1C(=O)C(O)C(C)OC1O[PH](=O)(=O)O[PH](=O)(=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,['Aminoglycoside'],['MA.1383']
S.1383.3,S.1383.3,CC(=O)NC1CC(=O)C(C)OC1O[PH](=O)(=O)O[PH](=O)(=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,CC(=O)NC1CC(=O)C(C)OC1O[PH](=O)(=O)O[PH](=O)(=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,['Aminoglycoside'],['MA.1383']
S.1383.4,S.1383.4,*C1CC(NC(C)=O)C(O[PH](=O)(=O)O[PH](=O)(=O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC1C,CC(=O)NC1CCC(C)OC1O[PH](=O)(=O)O[PH](=O)(=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,['Aminoglycoside'],['MA.1383']
S.1383.6,S.1383.6,*=NC1CC(NC(C)=O)C(O[PH](=O)(=O)O[PH](=O)(=O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC1C,*=NC1CC(NC(C)=O)C(O[PH](=O)(=O)O[PH](=O)(=O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC1C,['Aminoglycoside'],['MA.1383']
S.1383.9,S.1383.9,*=C(N)C(=O)O,*=C(N)C(=O)O,['Aminoglycoside'],['MA.1383']
S.1383.8,S.1383.8,*=NC1CC(N)C(O[PH](=O)(=O)O[PH](=O)(=O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC1C,*=NC1CC(N)C(O[PH](=O)(=O)O[PH](=O)(=O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC1C,['Aminoglycoside'],['MA.1383']
S.1591.2,S.1591.2,OC1C(O)C(O)C(O)C(O)C1O,OC1C(O)C(O)C(O)C(O)C1O,['Aminoglycoside'],"['MA.1383', 'MA.1516', 'MA.1591']"
S.1591.2,S.1383.12,*OC1C(O)C(O)C(O)C(O)C1O,OC1C(O)C(O)C(O)C(O)C1O,['Aminoglycoside'],['MA.1383']
S.1383.11,S.1383.11,*C1OC(C)C(N=*)CC1N,*=NC1CC(N)COC1C,['Aminoglycoside'],['MA.1383']
S.659191.1,S.659191.1,CCC/C=C/C=C/C=C/C=C/C=C/C=C/C(=O)S,CCC/C=C/C=C/C=C/C=C/C=C/C=C/C(=O)S,['NonRibosomalPeptide'],['MA.659191']
S.659191.2,S.659191.2,CCC/C=C/C=C\C=C\C=C/C=C/C=C/C(=O)S,CCC/C=C/C=C\C=C\C=C/C=C/C=C/C(=O)S,['NonRibosomalPeptide'],['MA.659191']
S.659191.3,S.659191.3,*C(=O)/C=C/c1ccccc1/C=C\C=C\CCC,CCC/C=C/C=C\c1ccccc1/C=C/C=O,['NonRibosomalPeptide'],['MA.659191']
S.659191.5,S.659191.5,*C(=O)/C=C/c1ccccc1/C=C/C=C/CCC,CCC/C=C/C=C/c1ccccc1/C=C/C=O,['NonRibosomalPeptide'],['MA.659191']
S.659191.6,S.659191.6,*NC(*)C(=O)S,NCC(=O)S,['NonRibosomalPeptide'],['MA.659191']
S.659191.6,S.659102_C.1,NCC(=O)S,NCC(=O)S,"['NonRibosomalPeptide', 'TypeIPolyketide']","['MA.659060', 'MA.659102_A', 'MA.659102_B', 'MA.659102_C']"
S.659191.6,S.659102_C.2,*NCC(=O)S,NCC(=O)S,"['NonRibosomalPeptide', 'TypeIPolyketide']","['MA.659102_A', 'MA.659102_B', 'MA.659102_C']"
S.659191.6,S.1858.20,*C(N)C(=O)S,NCC(=O)S,['NonRibosomalPeptide'],['MA.1858']
S.659191.8,S.659191.8,*C(=O)C(*)NC(=O)/C=C/c1ccccc1/C=C/C=C/CCC,CCC/C=C/C=C/c1ccccc1/C=C/C(=O)NCC=O,['NonRibosomalPeptide'],['MA.659191']
S.972.31,S.800.3,*NC(CO)C(*)=O,NC(C=O)CO,"['BetaLactam', 'NonRibosomalPeptide', 'TypeIIPolyketide', 'TypeIPolyketide']","['MA.1037', 'MA.1447', 'MA.1921', 'MA.659046', 'MA.659093', 'MA.659097', 'MA.659191', 'MA.800']"
S.972.31,S.659191.40,*NC(CO*)C(*)=O,NC(C=O)CO,['NonRibosomalPeptide'],['MA.659191']
S.972.31,S.800.9,*NC(*)(CO)C(*)=O,NC(C=O)CO,"['NonRibosomalPeptide', 'TypeIPolyketide']","['MA.1447', 'MA.800']"
