mibig_id,cluster_id,orf_id,family_id
BGC0001503,2877164518_9039_48128,2877164518_29209_30438,497
BGC0001503,2877164518_9039_48128,2877164518_30480_31817,33
BGC0001503,2877164518_9039_48128,2877164518_31847_32899,84
BGC0001503,2877164518_9039_48128,2877164518_32946_33152,-1
BGC0001503,2877164518_9039_48128,2877164518_35001_36332,-1
BGC0001503,2877164518_9039_48128,2877164518_36575_37363,421
BGC0001503,2877164518_9039_48128,2877164518_37591_38379,421
BGC0001503,2877164518_9039_48128,2877164518_38474_39838,222
BGC0001503,2877164518_9039_48128,2877164518_40113_41153,433
BGC0000082,1592384899_3095_100912,1592384899_3095_4273,-1
BGC0000082,1592384899_3095_100912,1592384899_4339_5625,313
BGC0000082,1592384899_3095_100912,1592384899_5842_7383,-1
BGC0000082,1592384899_3095_100912,1592384899_7444_7755,150
BGC0000082,1592384899_3095_100912,1592384899_7905_9533,118
BGC0000082,1592384899_3095_100912,1592384899_9880_10536,62
BGC0000082,1592384899_3095_100912,1592384899_22540_23979,463
BGC0000082,1592384899_3095_100912,1592384899_24021_24791,195
BGC0000082,1592384899_3095_100912,1592384899_24903_26420,79
BGC0000082,1592384899_3095_100912,1592384899_26565_27770,313
BGC0000082,1592384899_3095_100912,1592384899_27782_28777,-1
BGC0000082,1592384899_3095_100912,1592384899_28839_30092,313
BGC0000082,1592384899_3095_100912,1592384899_30133_31326,313
BGC0000082,1592384899_3095_100912,1592384899_31487_32086,62
BGC0000082,1592384899_3095_100912,1592384899_32122_33975,237
BGC0000082,1592384899_3095_100912,1592384899_33972_34199,490
BGC0000082,1592384899_3095_100912,1592384899_34196_36082,6
BGC0000082,1592384899_3095_100912,1592384899_36079_37107,247
BGC0000082,1592384899_3095_100912,1592384899_37164_38636,444
BGC0000082,1592384899_3095_100912,1592384899_87990_88391,101
BGC0000082,1592384899_3095_100912,1592384899_88509_89753,15
BGC0000082,1592384899_3095_100912,1592384899_89836_90957,493
BGC0000082,1592384899_3095_100912,1592384899_90964_92277,206
BGC0000082,1592384899_3095_100912,1592384899_92341_93369,236
BGC0000082,1592384899_3095_100912,1592384899_93356_94252,387
BGC0000082,1592384899_3095_100912,1592384899_94372_94911,323
BGC0000082,1592384899_3095_100912,1592384899_94935_96086,218
BGC0000082,1592384899_3095_100912,1592384899_96321_97103,405
BGC0000082,1592384899_3095_100912,1592384899_97138_98313,313
BGC0000082,1592384899_3095_100912,1592384899_98397_99395,340
BGC0000082,1592384899_3095_100912,1592384899_99457_100065,435
BGC0000082,1592384899_3095_100912,1592384899_100109_100912,296
BGC0001458,1034188857_2755_11195,1034188857_2755_4440,-1
BGC0001458,1034188857_2755_11195,1034188857_4437_6113,-1
BGC0001458,1034188857_2755_11195,1034188857_6113_6373,-1
BGC0001458,1034188857_2755_11195,1034188857_6370_7470,114
BGC0001458,1034188857_2755_11195,1034188857_7467_8447,115
BGC0001458,1034188857_2755_11195,1034188857_8444_9352,111
BGC0001458,1034188857_2755_11195,1034188857_9352_10239,246
BGC0001458,1034188857_2755_11195,1034188857_10236_11195,146
BGC0000103,2052152795_30053_141591,2052152795_72535_72900,-1
BGC0000103,2052152795_30053_141591,2052152795_73007_73540,-1
BGC0000103,2052152795_30053_141591,2052152795_74137_74850,-1
BGC0000103,2052152795_30053_141591,2052152795_74904_76238,-1
BGC0000103,2052152795_30053_141591,2052152795_76597_77910,-1
BGC0000103,2052152795_30053_141591,2052152795_78018_78923,374
BGC0000103,2052152795_30053_141591,2052152795_137360_137725,-1
BGC0000103,2052152795_30053_141591,2052152795_137832_138365,-1
BGC0000103,2052152795_30053_141591,2052152795_138962_140017,-1
BGC0000103,2052152795_30053_141591,2052152795_140007_140162,101
BGC0000103,2052152795_30053_141591,2052152795_140605_141591,464
BGC0001489,752187348_2600_13442,752187348_3166_4344,-1
BGC0001489,752187348_2600_13442,752187348_4346_5521,285
BGC0001489,752187348_2600_13442,752187348_5781_5978,-1
BGC0001489,752187348_2600_13442,752187348_6678_7013,-1
BGC0001489,752187348_2600_13442,752187348_7057_7509,230
BGC0001489,752187348_2600_13442,752187348_10953_13442,166
BGC0001451,234795130_1621_35800,234795130_30811_31797,-1
BGC0001451,234795130_1621_35800,234795130_31794_32012,230
BGC0002125,1992048254_1140_40172,1992048254_5192_6178,-1
BGC0002125,1992048254_1140_40172,1992048254_35395_36990,44
BGC0001493,2399964044_70_2811,2399964044_70_198,325
BGC0001493,2399964044_70_2811,2399964044_209_2053,324
BGC0001493,2399964044_70_2811,2399964044_2075_2527,260
BGC0001493,2399964044_70_2811,2399964044_2524_2811,420
BGC0001515,3853842822_38594_63902,3853842822_38594_38962,47
BGC0001515,3853842822_38594_63902,3853842822_39463_39654,-1
BGC0001515,3853842822_38594_63902,3853842822_40292_40432,-1
BGC0001515,3853842822_38594_63902,3853842822_40544_41080,56
BGC0001515,3853842822_38594_63902,3853842822_42092_42643,102
BGC0001499,2621617615_3612_8017,2621617615_3612_5336,315
BGC0001499,2621617615_3612_8017,2621617615_5337_6284,317
BGC0001499,2621617615_3612_8017,2621617615_6284_8017,344
BGC0001498,260736408_5001_6764,260736408_5001_6764,344
BGC0000939,578325290_6980_11503,578325290_6980_8812,315
BGC0000939,578325290_6980_11503,578325290_8805_9743,317
BGC0000939,578325290_6980_11503,578325290_9743_11503,344
BGC0000086,3679656792_3871_75510,3679656792_3871_4899,83
BGC0000086,3679656792_3871_75510,3679656792_4918_5697,195
BGC0000086,3679656792_3871_75510,3679656792_5870_7426,284
BGC0000086,3679656792_3871_75510,3679656792_7558_8043,162
BGC0000086,3679656792_3871_75510,3679656792_8596_11334,174
BGC0000086,3679656792_3871_75510,3679656792_11345_12709,475
BGC0000086,3679656792_3871_75510,3679656792_12833_14554,264
BGC0000087,2322674332_9223_80106,2322674332_9223_9519,76
BGC0000087,2322674332_9223_80106,2322674332_9538_10317,195
BGC0000087,2322674332_9223_80106,2322674332_10490_12046,284
BGC0000087,2322674332_9223_80106,2322674332_12178_12663,162
BGC0000087,2322674332_9223_80106,2322674332_13216_15954,174
BGC0000087,2322674332_9223_80106,2322674332_15965_17329,475
BGC0000087,2322674332_9223_80106,2322674332_17453_19174,264
BGC0001648,3018915751_1230_76167,3018915751_1230_1580,414
BGC0001648,3018915751_1230_76167,3018915751_1818_2915,83
BGC0001648,3018915751_1230_76167,3018915751_2936_3673,195
BGC0001648,3018915751_1230_76167,3018915751_3842_5398,284
BGC0001648,3018915751_1230_76167,3018915751_5532_6017,162
BGC0001648,3018915751_1230_76167,3018915751_6649_9303,174
BGC0001648,3018915751_1230_76167,3018915751_10770_12482,264
BGC0001648,3018915751_1230_76167,3018915751_12663_13373,-1
BGC0001648,3018915751_1230_76167,3018915751_13431_14987,31
BGC0001648,3018915751_1230_76167,3018915751_16358_16612,77
BGC0001648,3018915751_1230_76167,3018915751_16569_16811,98
BGC0001648,3018915751_1230_76167,3018915751_73331_73699,39
BGC0001648,3018915751_1230_76167,3018915751_73894_75312,88
BGC0001648,3018915751_1230_76167,3018915751_75325_76167,341
BGC0000084,2812542656_8693_93945,2812542656_8693_9001,-1
BGC0000084,2812542656_8693_93945,2812542656_11522_12424,374
BGC0000084,2812542656_8693_93945,2812542656_12705_14240,284
BGC0000084,2812542656_8693_93945,2812542656_14179_14829,181
BGC0000084,2812542656_8693_93945,2812542656_15060_15848,195
BGC0000084,2812542656_8693_93945,2812542656_70432_71877,88
BGC0000084,2812542656_8693_93945,2812542656_71874_72311,341
BGC0000084,2812542656_8693_93945,2812542656_72336_72770,341
BGC0000084,2812542656_8693_93945,2812542656_88980_90233,298
BGC0000084,2812542656_8693_93945,2812542656_90315_91100,296
BGC0000084,2812542656_8693_93945,2812542656_92698_93945,453
BGC0001457,3754559993_16794_35775,3754559993_16794_17654,195
BGC0001457,3754559993_16794_35775,3754559993_17770_18426,-1
BGC0001457,3754559993_16794_35775,3754559993_18540_18857,-1
BGC0001457,3754559993_16794_35775,3754559993_35011_35775,195
BGC0001461,1938546743_4967_63891,1938546743_4967_5878,259
BGC0001461,1938546743_4967_63891,1938546743_6015_7949,401
BGC0001461,1938546743_4967_63891,1938546743_35611_35820,170
BGC0001461,1938546743_4967_63891,1938546743_37244_38440,69
BGC0001461,1938546743_4967_63891,1938546743_38558_39778,448
BGC0001461,1938546743_4967_63891,1938546743_39840_41315,495
BGC0001461,1938546743_4967_63891,1938546743_41368_42555,199
BGC0001461,1938546743_4967_63891,1938546743_42589_43815,253
BGC0001461,1938546743_4967_63891,1938546743_43867_44796,251
BGC0001461,1938546743_4967_63891,1938546743_44932_46062,253
BGC0001461,1938546743_4967_63891,1938546743_46125_46937,416
BGC0001461,1938546743_4967_63891,1938546743_49404_50708,25
BGC0001461,1938546743_4967_63891,1938546743_50872_51696,126
BGC0001461,1938546743_4967_63891,1938546743_53441_54631,386
BGC0001461,1938546743_4967_63891,1938546743_54742_55794,84
BGC0001461,1938546743_4967_63891,1938546743_55791_56867,78
BGC0001461,1938546743_4967_63891,1938546743_56940_58286,41
BGC0001461,1938546743_4967_63891,1938546743_58480_59910,457
BGC0001461,1938546743_4967_63891,1938546743_59912_60889,528
BGC0001461,1938546743_4967_63891,1938546743_60886_61995,527
BGC0001461,1938546743_4967_63891,1938546743_62019_62636,544
BGC0001461,1938546743_4967_63891,1938546743_62791_63891,548
BGC0001506,269525358_600_2831,269525358_600_2831,504
BGC0000109,772246191_4107_80212,772246191_4107_4886,195
BGC0000109,772246191_4107_80212,772246191_4975_5778,-1
BGC0000109,772246191_4107_80212,772246191_42791_43702,351
BGC0000109,772246191_4107_80212,772246191_43763_44617,405
BGC0000109,772246191_4107_80212,772246191_44614_46020,-1
BGC0000109,772246191_4107_80212,772246191_79859_80212,355
BGC0001468,1433443004_6126_6872,1433443004_6126_6872,-1
BGC0001462,1523244033_1_69375,1523244033_1_1167,378
BGC0001462,1523244033_1_69375,1523244033_1193_1990,12
BGC0001462,1523244033_1_69375,1523244033_1987_3123,74
BGC0001462,1523244033_1_69375,1523244033_3282_3944,12
BGC0001462,1523244033_1_69375,1523244033_3938_5038,548
BGC0001462,1523244033_1_69375,1523244033_5252_5869,544
BGC0001462,1523244033_1_69375,1523244033_5893_7002,527
BGC0001462,1523244033_1_69375,1523244033_6999_7976,528
BGC0001462,1523244033_1_69375,1523244033_7978_9450,457
BGC0001462,1523244033_1_69375,1523244033_9763_11112,41
BGC0001462,1523244033_1_69375,1523244033_11302_12381,78
BGC0001462,1523244033_1_69375,1523244033_12378_13439,84
BGC0001462,1523244033_1_69375,1523244033_13548_14738,386
BGC0001462,1523244033_1_69375,1523244033_16487_17311,126
BGC0001462,1523244033_1_69375,1523244033_17447_18823,25
BGC0001462,1523244033_1_69375,1523244033_18872_19678,416
BGC0001462,1523244033_1_69375,1523244033_19675_20493,-1
BGC0001462,1523244033_1_69375,1523244033_21170_22912,72
BGC0001462,1523244033_1_69375,1523244033_22957_24057,253
BGC0001462,1523244033_1_69375,1523244033_24182_25408,253
BGC0001462,1523244033_1_69375,1523244033_25433_26602,199
BGC0001462,1523244033_1_69375,1523244033_26628_28103,495
BGC0001462,1523244033_1_69375,1523244033_28166_29398,448
BGC0001462,1523244033_1_69375,1523244033_29741_30778,334
BGC0001462,1523244033_1_69375,1523244033_30808_32004,69
BGC0001462,1523244033_1_69375,1523244033_32149_33324,481
BGC0001462,1523244033_1_69375,1523244033_33615_33824,96
BGC0001462,1523244033_1_69375,1523244033_61178_63136,401
BGC0001462,1523244033_1_69375,1523244033_63369_64436,259
BGC0001462,1523244033_1_69375,1523244033_64463_65419,-1
BGC0001462,1523244033_1_69375,1523244033_66676_67290,522
BGC0001462,1523244033_1_69375,1523244033_67287_68330,62
BGC0001462,1523244033_1_69375,1523244033_68332_69375,81
BGC0000088,99691576_28973_36564,99691576_30182_30853,157
BGC0000098,74388159_1535_9615,74388159_7410_7577,-1
BGC0001476,161495965_9444_10472,161495965_9444_10472,351
BGC0001473,3311104387_3771_29121,3311104387_3771_5447,227
BGC0001473,3311104387_3771_29121,3311104387_5444_7108,254
BGC0001473,3311104387_3771_29121,3311104387_7108_8208,87
BGC0001473,3311104387_3771_29121,3311104387_8205_9209,87
BGC0001473,3311104387_3771_29121,3311104387_9206_12670,9
BGC0001473,3311104387_3771_29121,3311104387_12849_13034,365
BGC0001473,3311104387_3771_29121,3311104387_13500_14057,24
BGC0001473,3311104387_3771_29121,3311104387_14125_14988,321
BGC0001473,3311104387_3771_29121,3311104387_14985_16205,206
BGC0001473,3311104387_3771_29121,3311104387_16234_16641,299
BGC0001473,3311104387_3771_29121,3311104387_16693_18228,227
BGC0001473,3311104387_3771_29121,3311104387_18225_20159,273
BGC0001473,3311104387_3771_29121,3311104387_20137_21456,389
BGC0001473,3311104387_3771_29121,3311104387_21432_22733,33
BGC0001473,3311104387_3771_29121,3311104387_22730_23929,-1
BGC0001473,3311104387_3771_29121,3311104387_23920_26454,9
BGC0001473,3311104387_3771_29121,3311104387_26447_27667,273
BGC0001473,3311104387_3771_29121,3311104387_27673_29121,-1
BGC0001472,946728179_4869_14571,946728179_4869_5570,254
BGC0001472,946728179_4869_14571,946728179_5567_7195,227
BGC0001472,946728179_4869_14571,946728179_7210_7821,273
BGC0001472,946728179_4869_14571,946728179_7845_9191,273
BGC0001472,946728179_4869_14571,946728179_9238_10437,124
BGC0001472,946728179_4869_14571,946728179_10511_10654,365
BGC0001472,946728179_4869_14571,946728179_10977_13634,9
BGC0001472,946728179_4869_14571,946728179_13612_14571,87
BGC0002363,200491075_4556_15583,200491075_4556_5257,254
BGC0002363,200491075_4556_15583,200491075_5254_6882,227
BGC0002363,200491075_4556_15583,200491075_6898_7509,273
BGC0002363,200491075_4556_15583,200491075_7533_8879,273
BGC0002363,200491075_4556_15583,200491075_8926_10125,124
BGC0002363,200491075_4556_15583,200491075_10199_10342,365
BGC0002363,200491075_4556_15583,200491075_10666_13323,9
BGC0002363,200491075_4556_15583,200491075_13301_14260,87
BGC0002363,200491075_4556_15583,200491075_14381_15583,524
BGC0001524,2881152794_5289_18102,2881152794_16775_17296,153
BGC0001524,2881152794_5289_18102,2881152794_17467_18102,-1
BGC0000114,3452299043_420_95694,3452299043_420_1232,405
BGC0000114,3452299043_420_95694,3452299043_57331_58197,374
BGC0000114,3452299043_420_95694,3452299043_58370_59629,298
BGC0000114,3452299043_420_95694,3452299043_59705_60115,293
BGC0000114,3452299043_420_95694,3452299043_64048_65430,88
BGC0000114,3452299043_420_95694,3452299043_65513_65980,341
BGC0000114,3452299043_420_95694,3452299043_66016_66402,341
BGC0000114,3452299043_420_95694,3452299043_93400_94047,-1
BGC0000114,3452299043_420_95694,3452299043_94297_95694,85
BGC0002038,1898912001_720_95046,1898912001_9461_10549,101
BGC0002038,1898912001_720_95046,1898912001_13137_15050,-1
BGC0002038,1898912001_720_95046,1898912001_27710_28096,341
BGC0002038,1898912001_720_95046,1898912001_28132_28599,341
BGC0002038,1898912001_720_95046,1898912001_28681_30063,88
BGC0002038,1898912001_720_95046,1898912001_33963_34373,293
BGC0002038,1898912001_720_95046,1898912001_34457_35716,298
BGC0002038,1898912001_720_95046,1898912001_35888_36742,374
BGC0002038,1898912001_720_95046,1898912001_37455_38057,-1
BGC0002038,1898912001_720_95046,1898912001_94234_95046,405
BGC0001470,2008828104_1_95175,2008828104_30584_31330,-1
BGC0001470,2008828104_1_95175,2008828104_31337_32101,455
BGC0001470,2008828104_1_95175,2008828104_32101_33357,370
BGC0001470,2008828104_1_95175,2008828104_33376_34614,508
BGC0001470,2008828104_1_95175,2008828104_34592_34834,110
BGC0001470,2008828104_1_95175,2008828104_91876_95175,176
BGC0001481,479412495_1_426,479412495_1_426,406
BGC0001519,539199745_726_62996,539199745_726_1001,332
BGC0001519,539199745_726_62996,539199745_1246_1791,323
BGC0001519,539199745_726_62996,539199745_1900_3075,363
BGC0001519,539199745_726_62996,539199745_3188_4324,113
BGC0001519,539199745_726_62996,539199745_4408_5346,505
BGC0001519,539199745_726_62996,539199745_5343_5591,288
BGC0001519,539199745_726_62996,539199745_5653_5880,-1
BGC0001519,539199745_726_62996,539199745_5898_6878,1
BGC0001519,539199745_726_62996,539199745_6878_7717,1
BGC0001519,539199745_726_62996,539199745_8471_8686,-1
BGC0001519,539199745_726_62996,539199745_8818_9540,494
BGC0001519,539199745_726_62996,539199745_11259_11489,31
BGC0001519,539199745_726_62996,539199745_11776_12963,514
BGC0001519,539199745_726_62996,539199745_33292_34026,195
BGC0001519,539199745_726_62996,539199745_34151_35089,211
BGC0001519,539199745_726_62996,539199745_35086_35847,-1
BGC0001519,539199745_726_62996,539199745_35831_36682,-1
BGC0001519,539199745_726_62996,539199745_36970_37239,293
BGC0001519,539199745_726_62996,539199745_37236_38486,379
BGC0001519,539199745_726_62996,539199745_38483_39220,-1
BGC0001519,539199745_726_62996,539199745_61459_62205,-1
BGC0001519,539199745_726_62996,539199745_62280_62996,319
BGC0001531,358541659_5133_10539,358541659_5133_7550,344
BGC0001531,358541659_5133_10539,358541659_7553_8143,230
BGC0001531,358541659_5133_10539,358541659_8133_9953,344
BGC0001531,358541659_5133_10539,358541659_9955_10539,254
BGC0001478,401019435_101_1918,401019435_101_1918,344
BGC0001572,1412108506_5682_8036,1412108506_5682_8036,344
BGC0001490,1486194685_7064_7216,1486194685_7064_7216,53
BGC0000091,1166156095_946_29955,1166156095_3827_4990,205
BGC0000091,1166156095_946_29955,1166156095_5067_5384,-1
BGC0000091,1166156095_946_29955,1166156095_5458_6108,343
BGC0000091,1166156095_946_29955,1166156095_6455_7621,309
BGC0000091,1166156095_946_29955,1166156095_7632_8471,403
BGC0000091,1166156095_946_29955,1166156095_8458_9345,174
BGC0000091,1166156095_946_29955,1166156095_10605_10850,-1
BGC0000091,1166156095_946_29955,1166156095_11204_12205,505
BGC0000091,1166156095_946_29955,1166156095_12269_12532,339
BGC0000091,1166156095_946_29955,1166156095_12529_14427,76
BGC0000091,1166156095_946_29955,1166156095_22826_23893,-1
BGC0000091,1166156095_946_29955,1166156095_23880_24713,195
BGC0000091,1166156095_946_29955,1166156095_24701_25789,283
BGC0000091,1166156095_946_29955,1166156095_25809_28511,333
BGC0000091,1166156095_946_29955,1166156095_28600_29955,-1
BGC0001475,3242307949_3157_4386,3242307949_3157_4386,406
BGC0000117,2840412509_1131_101787,2840412509_1131_1913,459
BGC0000117,2840412509_1131_101787,2840412509_1910_2875,180
BGC0000117,2840412509_1131_101787,2840412509_3210_3971,195
BGC0000117,2840412509_1131_101787,2840412509_4619_7438,174
BGC0000117,2840412509_1131_101787,2840412509_7586_10486,174
BGC0000117,2840412509_1131_101787,2840412509_10933_11271,-1
BGC0000117,2840412509_1131_101787,2840412509_101284_101787,118
BGC0001532,3824520249_55_54488,3824520249_44840_45562,207
BGC0001532,3824520249_55_54488,3824520249_45582_47063,-1
BGC0001532,3824520249_55_54488,3824520249_47198_48211,220
BGC0001532,3824520249_55_54488,3824520249_53658_54488,-1
BGC0000111,713341425_4513_26941,713341425_4513_6156,492
BGC0000111,713341425_4513_26941,713341425_24350_25156,194
BGC0000111,713341425_4513_26941,713341425_25156_25677,323
BGC0000093,2327881907_36139_100469,2327881907_36139_37263,64
BGC0000093,2327881907_36139_100469,2327881907_37274_37849,255
BGC0000093,2327881907_36139_100469,2327881907_38044_39195,297
BGC0000093,2327881907_36139_100469,2327881907_57429_58421,351
BGC0000093,2327881907_36139_100469,2327881907_58480_59859,363
BGC0000093,2327881907_36139_100469,2327881907_75987_76829,-1
BGC0000093,2327881907_36139_100469,2327881907_76867_77706,-1
BGC0000093,2327881907_36139_100469,2327881907_77836_78435,101
BGC0000093,2327881907_36139_100469,2327881907_96121_99015,174
BGC0000093,2327881907_36139_100469,2327881907_99309_100469,131
BGC0001539,3523520761_1_2710,3523520761_1_135,325
BGC0001539,3523520761_1_2710,3523520761_211_2028,504
BGC0001539,3523520761_1_2710,3523520761_2025_2282,420
BGC0001539,3523520761_1_2710,3523520761_2279_2710,260
BGC0001487,2119944395_6536_7297,2119944395_6536_7297,26
BGC0001527,1467348397_1_7877,1467348397_1659_1919,-1
BGC0001527,1467348397_1_7877,1467348397_3296_3964,102
BGC0001527,1467348397_1_7877,1467348397_4037_4360,150
BGC0001527,1467348397_1_7877,1467348397_4492_5016,293
BGC0001527,1467348397_1_7877,1467348397_5062_5949,102
BGC0001527,1467348397_1_7877,1467348397_5823_6068,150
BGC0001527,1467348397_1_7877,1467348397_6249_7877,102
BGC0001480,3216622074_1939_14895,3216622074_1939_2637,26
BGC0001480,3216622074_1939_14895,3216622074_2639_4234,164
BGC0001480,3216622074_1939_14895,3216622074_4248_5237,220
BGC0001480,3216622074_1939_14895,3216622074_5250_6791,350
BGC0001480,3216622074_1939_14895,3216622074_6870_8045,-1
BGC0001480,3216622074_1939_14895,3216622074_8060_8308,289
BGC0001480,3216622074_1939_14895,3216622074_8317_9630,213
BGC0001480,3216622074_1939_14895,3216622074_9642_11243,33
BGC0001480,3216622074_1939_14895,3216622074_11392_12210,383
BGC0001480,3216622074_1939_14895,3216622074_12331_13686,255
BGC0001480,3216622074_1939_14895,3216622074_13873_14895,421
BGC0001544,4050580483_1_8498,4050580483_6165_6389,101
BGC0001545,1990915030_4595_14616,1990915030_4595_4945,419
BGC0001545,1990915030_4595_14616,1990915030_5078_5557,-1
BGC0001545,1990915030_4595_14616,1990915030_5597_5773,95
BGC0001545,1990915030_4595_14616,1990915030_6966_7085,120
BGC0001545,1990915030_4595_14616,1990915030_7368_7631,-1
BGC0000102,4085743163_2_58341,4085743163_2_910,362
BGC0000102,4085743163_2_58341,4085743163_1490_2641,524
BGC0000102,4085743163_2_58341,4085743163_2662_2886,230
BGC0000102,4085743163_2_58341,4085743163_2883_3866,-1
BGC0000102,4085743163_2_58341,4085743163_3887_5086,307
BGC0000102,4085743163_2_58341,4085743163_5181_6443,92
BGC0000102,4085743163_2_58341,4085743163_25009_27150,-1
BGC0000102,4085743163_2_58341,4085743163_36132_38978,-1
BGC0000102,4085743163_2_58341,4085743163_47300_48439,493
BGC0000102,4085743163_2_58341,4085743163_48423_49880,507
BGC0000102,4085743163_2_58341,4085743163_49819_51135,546
BGC0000102,4085743163_2_58341,4085743163_51220_51945,381
BGC0000102,4085743163_2_58341,4085743163_51975_53261,313
BGC0000102,4085743163_2_58341,4085743163_55119_55961,472
BGC0000102,4085743163_2_58341,4085743163_55958_56659,435
BGC0000102,4085743163_2_58341,4085743163_56637_57665,471
BGC0000102,4085743163_2_58341,4085743163_57811_58341,428
BGC0001492,3619553727_6121_70308,3619553727_6121_7026,390
BGC0001492,3619553727_6121_70308,3619553727_7401_8030,375
BGC0001492,3619553727_6121_70308,3619553727_8294_9007,35
BGC0001492,3619553727_6121_70308,3619553727_9077_10240,-1
BGC0001492,3619553727_6121_70308,3619553727_10452_10805,173
BGC0001492,3619553727_6121_70308,3619553727_10908_11465,323
BGC0001492,3619553727_6121_70308,3619553727_11642_12697,247
BGC0001492,3619553727_6121_70308,3619553727_12699_12932,-1
BGC0001492,3619553727_6121_70308,3619553727_12929_13684,1
BGC0001492,3619553727_6121_70308,3619553727_13681_14826,390
BGC0001492,3619553727_6121_70308,3619553727_14823_15650,195
BGC0001492,3619553727_6121_70308,3619553727_49461_51410,6
BGC0001492,3619553727_6121_70308,3619553727_52796_54460,-1
BGC0001492,3619553727_6121_70308,3619553727_55443_56252,143
BGC0001492,3619553727_6121_70308,3619553727_56249_57916,396
BGC0001492,3619553727_6121_70308,3619553727_58056_58793,-1
BGC0001492,3619553727_6121_70308,3619553727_58988_60181,524
BGC0001492,3619553727_6121_70308,3619553727_60187_60393,186
BGC0001492,3619553727_6121_70308,3619553727_61650_62861,372
BGC0001492,3619553727_6121_70308,3619553727_62876_63070,186
BGC0001492,3619553727_6121_70308,3619553727_63170_64204,220
BGC0001492,3619553727_6121_70308,3619553727_64213_64728,-1
BGC0001492,3619553727_6121_70308,3619553727_64965_65555,-1
BGC0001492,3619553727_6121_70308,3619553727_65766_67196,284
BGC0001492,3619553727_6121_70308,3619553727_67471_70308,174
BGC0001491,373391910_1_125822,373391910_1_756,-1
BGC0001491,373391910_1_125822,373391910_884_2293,345
BGC0001491,373391910_1_125822,373391910_2443_5214,174
BGC0001491,373391910_1_125822,373391910_5217_7898,174
BGC0001491,373391910_1_125822,373391910_8481_9146,337
BGC0001491,373391910_1_125822,373391910_9224_10252,194
BGC0001491,373391910_1_125822,373391910_10323_10631,351
BGC0001491,373391910_1_125822,373391910_106942_107796,171
BGC0001491,373391910_1_125822,373391910_112659_114755,71
BGC0001491,373391910_1_125822,373391910_114793_115572,195
BGC0001491,373391910_1_125822,373391910_115633_115824,-1
BGC0001491,373391910_1_125822,373391910_115854_117071,-1
BGC0001491,373391910_1_125822,373391910_117068_118126,493
BGC0001491,373391910_1_125822,373391910_118123_119496,92
BGC0001491,373391910_1_125822,373391910_119831_121405,-1
BGC0001491,373391910_1_125822,373391910_121374_122084,180
BGC0001491,373391910_1_125822,373391910_122206_123942,423
BGC0001491,373391910_1_125822,373391910_123939_125822,423
BGC0000094,4069188316_154_37947,4069188316_154_1122,-1
BGC0000094,4069188316_154_37947,4069188316_1283_2293,-1
BGC0000094,4069188316_154_37947,4069188316_36989_37834,195
BGC0000094,4069188316_154_37947,4069188316_37816_37947,319
BGC0000898,3582033971_3_12196,3582033971_3_122,-1
BGC0000898,3582033971_3_12196,3582033971_104_1327,330
BGC0000898,3582033971_3_12196,3582033971_1475_2755,320
BGC0000898,3582033971_3_12196,3582033971_2845_3558,506
BGC0000898,3582033971_3_12196,3582033971_3625_6054,466
BGC0000898,3582033971_3_12196,3582033971_6143_7282,473
BGC0000898,3582033971_3_12196,3582033971_7279_8427,460
BGC0000898,3582033971_3_12196,3582033971_8424_9302,488
BGC0000898,3582033971_3_12196,3582033971_9495_10952,507
BGC0000898,3582033971_3_12196,3582033971_10949_12196,-1
BGC0001508,3032781104_9769_17881,3032781104_15990_16889,306
BGC0001508,3032781104_9769_17881,3032781104_16997_17113,15
BGC0001508,3032781104_9769_17881,3032781104_17588_17881,-1
BGC0001496,3972823559_1_4664,3972823559_1_384,260
BGC0001496,3972823559_1_4664,3972823559_381_647,-1
BGC0001496,3972823559_1_4664,3972823559_644_2458,504
BGC0001496,3972823559_1_4664,3972823559_2564_2683,-1
BGC0001496,3972823559_1_4664,3972823559_2904_4664,408
BGC0001561,2950686879_1854_17578,2950686879_1854_2633,195
BGC0001561,2950686879_1854_17578,2950686879_2639_3817,-1
BGC0001561,2950686879_1854_17578,2950686879_4192_4416,-1
BGC0001561,2950686879_1854_17578,2950686879_4443_4871,145
BGC0001561,2950686879_1854_17578,2950686879_5853_7109,193
BGC0001561,2950686879_1854_17578,2950686879_7246_8100,256
BGC0001561,2950686879_1854_17578,2950686879_8097_10850,-1
BGC0001561,2950686879_1854_17578,2950686879_10958_11365,-1
BGC0001561,2950686879_1854_17578,2950686879_11660_12955,312
BGC0001562,768140017_2738_19443,768140017_2738_3250,323
BGC0001562,768140017_2738_19443,768140017_3386_4936,226
BGC0001562,768140017_2738_19443,768140017_5036_5539,107
BGC0001562,768140017_2738_19443,768140017_5536_6654,36
BGC0001562,768140017_2738_19443,768140017_6703_7089,299
BGC0001562,768140017_2738_19443,768140017_7086_8081,123
BGC0001562,768140017_2738_19443,768140017_8140_8349,230
BGC0001560,2611887317_1153_25504,2611887317_1153_2247,470
BGC0001560,2611887317_1153_25504,2611887317_2515_2691,150
BGC0001560,2611887317_1153_25504,2611887317_3341_3505,-1
BGC0001560,2611887317_1153_25504,2611887317_3978_4112,118
BGC0001560,2611887317_1153_25504,2611887317_4282_4500,-1
BGC0001560,2611887317_1153_25504,2611887317_5045_5203,-1
