mibig_id,cluster_id,orf_id
BGC0000210,3358567172_8_24395,3358567172_8_784
BGC0000210,3358567172_8_24395,3358567172_825_1583
BGC0000210,3358567172_8_24395,3358567172_1585_1836
BGC0000210,3358567172_8_24395,3358567172_2050_3432
BGC0000210,3358567172_8_24395,3358567172_3417_4427
BGC0000210,3358567172_8_24395,3358567172_4438_5193
BGC0000210,3358567172_8_24395,3358567172_5473_5706
BGC0000210,3358567172_8_24395,3358567172_5703_8102
BGC0000210,3358567172_8_24395,3358567172_8182_8610
BGC0000210,3358567172_8_24395,3358567172_8691_9959
BGC0000210,3358567172_8_24395,3358567172_9956_11224
BGC0000210,3358567172_8_24395,3358567172_11221_12201
BGC0000210,3358567172_8_24395,3358567172_12198_13265
BGC0000210,3358567172_8_24395,3358567172_13459_14211
BGC0000210,3358567172_8_24395,3358567172_14323_15225
BGC0000210,3358567172_8_24395,3358567172_15688_16716
BGC0000210,3358567172_8_24395,3358567172_16725_17474
BGC0000210,3358567172_8_24395,3358567172_17530_18603
BGC0000210,3358567172_8_24395,3358567172_18623_19804
BGC0000210,3358567172_8_24395,3358567172_19818_21338
BGC0000210,3358567172_8_24395,3358567172_21346_22329
BGC0000210,3358567172_8_24395,3358567172_22322_23590
BGC0000210,3358567172_8_24395,3358567172_23643_24395
BGC0000231,2060627953_190_5363,2060627953_190_1458
BGC0000231,2060627953_190_5363,2060627953_1455_2693
BGC0000231,2060627953_190_5363,2060627953_2809_3078
BGC0000231,2060627953_190_5363,2060627953_3201_3986
BGC0000231,2060627953_190_5363,2060627953_4051_5010
BGC0000231,2060627953_190_5363,2060627953_5013_5363
BGC0000173,3333003192_5153_67546,3333003192_5153_6166
BGC0000173,3333003192_5153_67546,3333003192_6650_7783
BGC0000173,3333003192_5153_67546,3333003192_7851_9101
BGC0000173,3333003192_5153_67546,3333003192_9121_10380
BGC0000173,3333003192_5153_67546,3333003192_63325_64800
BGC0000173,3333003192_5153_67546,3333003192_64785_65615
BGC0000173,3333003192_5153_67546,3333003192_65617_66366
BGC0000173,3333003192_5153_67546,3333003192_66423_66680
BGC0000173,3333003192_5153_67546,3333003192_66740_67546
BGC0001693,1645352617_23957_65424,1645352617_23957_25468
BGC0001693,1645352617_23957_65424,1645352617_25495_26454
BGC0001693,1645352617_23957_65424,1645352617_26451_27887
BGC0001693,1645352617_23957_65424,1645352617_27874_29352
BGC0001693,1645352617_23957_65424,1645352617_29409_30152
BGC0001693,1645352617_23957_65424,1645352617_30221_32110
BGC0001693,1645352617_23957_65424,1645352617_32085_32441
BGC0001693,1645352617_23957_65424,1645352617_32516_33310
BGC0001693,1645352617_23957_65424,1645352617_33347_34840
BGC0001693,1645352617_23957_65424,1645352617_34843_36279
BGC0001693,1645352617_23957_65424,1645352617_36472_37758
BGC0001693,1645352617_23957_65424,1645352617_37742_38143
BGC0001693,1645352617_23957_65424,1645352617_38254_40020
BGC0001693,1645352617_23957_65424,1645352617_40179_40361
BGC0001693,1645352617_23957_65424,1645352617_40423_40752
BGC0001693,1645352617_23957_65424,1645352617_40996_41406
BGC0001693,1645352617_23957_65424,1645352617_41490_42290
BGC0001693,1645352617_23957_65424,1645352617_42348_43898
BGC0001693,1645352617_23957_65424,1645352617_44419_45540
BGC0001693,1645352617_23957_65424,1645352617_45537_46556
BGC0001693,1645352617_23957_65424,1645352617_46922_47854
BGC0001693,1645352617_23957_65424,1645352617_47902_48903
BGC0001693,1645352617_23957_65424,1645352617_48890_49615
BGC0001693,1645352617_23957_65424,1645352617_49612_50721
BGC0001693,1645352617_23957_65424,1645352617_50745_51356
BGC0001693,1645352617_23957_65424,1645352617_51515_52528
BGC0001693,1645352617_23957_65424,1645352617_52583_53320
BGC0001693,1645352617_23957_65424,1645352617_53392_54444
BGC0001693,1645352617_23957_65424,1645352617_54637_55857
BGC0001693,1645352617_23957_65424,1645352617_56020_57126
BGC0001693,1645352617_23957_65424,1645352617_57138_58394
BGC0001693,1645352617_23957_65424,1645352617_58391_59689
BGC0001693,1645352617_23957_65424,1645352617_59677_59931
BGC0001693,1645352617_23957_65424,1645352617_59913_60950
BGC0001693,1645352617_23957_65424,1645352617_61067_62044
BGC0001693,1645352617_23957_65424,1645352617_62073_62324
BGC0001693,1645352617_23957_65424,1645352617_62454_62984
BGC0001693,1645352617_23957_65424,1645352617_63063_64487
BGC0001693,1645352617_23957_65424,1645352617_64552_65424
BGC0001663,4144306502_1_22989,4144306502_1_315
BGC0001663,4144306502_1_22989,4144306502_817_2223
BGC0001663,4144306502_1_22989,4144306502_14506_15630
BGC0001663,4144306502_1_22989,4144306502_15639_16238
BGC0001663,4144306502_1_22989,4144306502_17888_20653
BGC0000215,889349461_201_5446,889349461_201_1304
BGC0000215,889349461_201_5446,889349461_1349_1813
BGC0000215,889349461_201_5446,889349461_1810_3078
BGC0000215,889349461_201_5446,889349461_3075_4334
BGC0000215,889349461_201_5446,889349461_4418_4678
BGC0000215,889349461_201_5446,889349461_4680_5138
BGC0000215,889349461_201_5446,889349461_5123_5446
BGC0000237,469621581_1_12707,469621581_1_282
BGC0000237,469621581_1_12707,469621581_283_1290
BGC0000237,469621581_1_12707,469621581_1323_1574
BGC0000237,469621581_1_12707,469621581_1574_2035
BGC0000237,469621581_1_12707,469621581_2084_3658
BGC0000237,469621581_1_12707,469621581_3661_3990
BGC0000237,469621581_1_12707,469621581_3987_4472
BGC0000237,469621581_1_12707,469621581_4475_5740
BGC0000237,469621581_1_12707,469621581_5737_6957
BGC0000237,469621581_1_12707,469621581_6973_7320
BGC0000237,469621581_1_12707,469621581_7277_8080
BGC0000237,469621581_1_12707,469621581_8067_9077
BGC0000237,469621581_1_12707,469621581_9261_10544
BGC0000237,469621581_1_12707,469621581_10719_11132
BGC0000237,469621581_1_12707,469621581_11232_12707
BGC0000199,666855775_1554_18057,666855775_1554_2483
BGC0000199,666855775_1554_18057,666855775_2591_3370
BGC0000199,666855775_1554_18057,666855775_3553_3993
BGC0000199,666855775_1554_18057,666855775_4035_4802
BGC0000199,666855775_1554_18057,666855775_4875_5210
BGC0000199,666855775_1554_18057,666855775_5243_6511
BGC0000199,666855775_1554_18057,666855775_6508_7731
BGC0000199,666855775_1554_18057,666855775_7747_8004
BGC0000199,666855775_1554_18057,666855775_8457_9212
BGC0000199,666855775_1554_18057,666855775_9461_10612
BGC0000199,666855775_1554_18057,666855775_10662_11924
BGC0000199,666855775_1554_18057,666855775_11953_12282
BGC0000199,666855775_1554_18057,666855775_12279_13454
BGC0000199,666855775_1554_18057,666855775_13473_14639
BGC0000199,666855775_1554_18057,666855775_14716_16263
BGC0000199,666855775_1554_18057,666855775_16260_17456
BGC0000199,666855775_1554_18057,666855775_17557_18057
BGC0000195,1721034420_1823_30892,1721034420_1823_2077
BGC0000195,1721034420_1823_30892,1721034420_2059_3303
BGC0000195,1721034420_1823_30892,1721034420_3481_4746
BGC0000195,1721034420_1823_30892,1721034420_4743_6029
BGC0000195,1721034420_1823_30892,1721034420_6116_6370
BGC0000195,1721034420_1823_30892,1721034420_6389_7180
BGC0000195,1721034420_1823_30892,1721034420_7238_8233
BGC0000195,1721034420_1823_30892,1721034420_8230_9180
BGC0000195,1721034420_1823_30892,1721034420_9372_10514
BGC0000195,1721034420_1823_30892,1721034420_10681_11277
BGC0000195,1721034420_1823_30892,1721034420_11401_11868
BGC0000195,1721034420_1823_30892,1721034420_11872_12936
BGC0000195,1721034420_1823_30892,1721034420_13052_13510
BGC0000195,1721034420_1823_30892,1721034420_13510_14040
BGC0000195,1721034420_1823_30892,1721034420_14037_15116
BGC0000195,1721034420_1823_30892,1721034420_15197_15880
BGC0000195,1721034420_1823_30892,1721034420_15877_16797
BGC0000195,1721034420_1823_30892,1721034420_16988_18046
BGC0000195,1721034420_1823_30892,1721034420_18194_19009
BGC0000195,1721034420_1823_30892,1721034420_19359_19916
BGC0000195,1721034420_1823_30892,1721034420_20218_21759
BGC0000195,1721034420_1823_30892,1721034420_21851_22351
BGC0000195,1721034420_1823_30892,1721034420_22478_23746
BGC0000195,1721034420_1823_30892,1721034420_23769_24374
BGC0000195,1721034420_1823_30892,1721034420_24879_25877
BGC0000195,1721034420_1823_30892,1721034420_25874_26416
BGC0000195,1721034420_1823_30892,1721034420_26434_27090
BGC0000195,1721034420_1823_30892,1721034420_27087_28268
BGC0000195,1721034420_1823_30892,1721034420_28667_30892
BGC0000220,1751685860_2672_22433,1751685860_2672_3118
BGC0000220,1751685860_2672_22433,1751685860_3330_4937
BGC0000220,1751685860_2672_22433,1751685860_4934_5710
BGC0000220,1751685860_2672_22433,1751685860_5856_7058
BGC0000220,1751685860_2672_22433,1751685860_7073_7798
BGC0000220,1751685860_2672_22433,1751685860_7826_8626
BGC0000220,1751685860_2672_22433,1751685860_8764_10086
BGC0000220,1751685860_2672_22433,1751685860_10083_11306
BGC0000220,1751685860_2672_22433,1751685860_11354_11602
BGC0000220,1751685860_2672_22433,1751685860_11655_12677
BGC0000220,1751685860_2672_22433,1751685860_12734_14128
BGC0000220,1751685860_2672_22433,1751685860_14240_15808
BGC0000220,1751685860_2672_22433,1751685860_15850_16242
BGC0000220,1751685860_2672_22433,1751685860_16269_17840
BGC0000220,1751685860_2672_22433,1751685860_18145_18387
BGC0000220,1751685860_2672_22433,1751685860_18384_19589
BGC0000220,1751685860_2672_22433,1751685860_19682_20329
BGC0000220,1751685860_2672_22433,1751685860_20407_21855
BGC0000220,1751685860_2672_22433,1751685860_21918_22433
BGC0002366,4184166688_953_23000,4184166688_953_1939
BGC0002366,4184166688_953_23000,4184166688_2477_3124
BGC0002366,4184166688_953_23000,4184166688_3217_4422
BGC0002366,4184166688_953_23000,4184166688_4419_4661
BGC0002366,4184166688_953_23000,4184166688_4966_6537
BGC0002366,4184166688_953_23000,4184166688_6564_6956
BGC0002366,4184166688_953_23000,4184166688_6998_8566
BGC0002366,4184166688_953_23000,4184166688_8678_10072
BGC0002366,4184166688_953_23000,4184166688_10130_11152
BGC0002366,4184166688_953_23000,4184166688_11206_11454
BGC0002366,4184166688_953_23000,4184166688_11502_12725
BGC0002366,4184166688_953_23000,4184166688_12722_14044
BGC0002366,4184166688_953_23000,4184166688_14182_14982
BGC0002366,4184166688_953_23000,4184166688_15010_15735
BGC0002366,4184166688_953_23000,4184166688_15750_16952
BGC0002366,4184166688_953_23000,4184166688_17098_17874
BGC0002366,4184166688_953_23000,4184166688_17871_19478
BGC0002366,4184166688_953_23000,4184166688_19690_20145
BGC0002366,4184166688_953_23000,4184166688_20217_21068
BGC0002366,4184166688_953_23000,4184166688_21826_22278
BGC0002366,4184166688_953_23000,4184166688_22651_22905
BGC0002366,4184166688_953_23000,4184166688_22905_23000
BGC0000241,902840292_1_62231,902840292_1_1575
BGC0000241,902840292_1_62231,902840292_1803_2288
BGC0000241,902840292_1_62231,902840292_2448_3278
BGC0000241,902840292_1_62231,902840292_3275_4225
BGC0000241,902840292_1_62231,902840292_4200_4826
BGC0000241,902840292_1_62231,902840292_4860_5636
BGC0000241,902840292_1_62231,902840292_5885_6721
BGC0000241,902840292_1_62231,902840292_7467_8312
BGC0000241,902840292_1_62231,902840292_8554_9993
BGC0000241,902840292_1_62231,902840292_10046_10711
BGC0000241,902840292_1_62231,902840292_10756_11190
BGC0000241,902840292_1_62231,902840292_11132_11923
BGC0000241,902840292_1_62231,902840292_12425_14197
BGC0000241,902840292_1_62231,902840292_14360_15826
BGC0000241,902840292_1_62231,902840292_15947_17053
BGC0000241,902840292_1_62231,902840292_17105_18616
BGC0000241,902840292_1_62231,902840292_18613_20085
BGC0000241,902840292_1_62231,902840292_20301_21029
BGC0000241,902840292_1_62231,902840292_21084_21956
BGC0000241,902840292_1_62231,902840292_22030_22647
BGC0000241,902840292_1_62231,902840292_22662_22991
BGC0000241,902840292_1_62231,902840292_23020_23805
BGC0000241,902840292_1_62231,902840292_23996_25033
BGC0000241,902840292_1_62231,902840292_25087_26598
BGC0000241,902840292_1_62231,902840292_26624_27583
BGC0000241,902840292_1_62231,902840292_27580_29019
BGC0000241,902840292_1_62231,902840292_29006_30484
BGC0000241,902840292_1_62231,902840292_30554_31297
BGC0000241,902840292_1_62231,902840292_31366_33249
BGC0000241,902840292_1_62231,902840292_33224_33580
BGC0000241,902840292_1_62231,902840292_33650_34444
BGC0000241,902840292_1_62231,902840292_34496_35992
BGC0000241,902840292_1_62231,902840292_35995_37431
BGC0000241,902840292_1_62231,902840292_37650_38942
BGC0000241,902840292_1_62231,902840292_38926_39327
BGC0000241,902840292_1_62231,902840292_39400_41169
BGC0000241,902840292_1_62231,902840292_41309_41629
BGC0000241,902840292_1_62231,902840292_41876_42286
BGC0000241,902840292_1_62231,902840292_42355_43152
BGC0000241,902840292_1_62231,902840292_43237_44643
BGC0000241,902840292_1_62231,902840292_44991_46133
BGC0000241,902840292_1_62231,902840292_46130_47089
BGC0000241,902840292_1_62231,902840292_47427_48368
BGC0000241,902840292_1_62231,902840292_48434_49420
BGC0000241,902840292_1_62231,902840292_49430_50041
BGC0000241,902840292_1_62231,902840292_50092_51105
BGC0000241,902840292_1_62231,902840292_51125_51859
BGC0000241,902840292_1_62231,902840292_51931_52971
BGC0000241,902840292_1_62231,902840292_52988_54199
BGC0000241,902840292_1_62231,902840292_54374_55381
BGC0000241,902840292_1_62231,902840292_55393_56649
BGC0000241,902840292_1_62231,902840292_56646_57932
BGC0000241,902840292_1_62231,902840292_57932_58186
BGC0000241,902840292_1_62231,902840292_58168_59151
BGC0000241,902840292_1_62231,902840292_59273_60247
BGC0000241,902840292_1_62231,902840292_60266_60589
BGC0000241,902840292_1_62231,902840292_60683_61174
BGC0000241,902840292_1_62231,902840292_61359_62231
BGC0000240,1555209252_52578_71251,1555209252_52578_53699
BGC0000240,1555209252_52578_71251,1555209252_53696_54715
BGC0000240,1555209252_52578_71251,1555209252_54995_55921
BGC0000240,1555209252_52578_71251,1555209252_55987_56991
BGC0000240,1555209252_52578_71251,1555209252_57001_57612
BGC0000240,1555209252_52578_71251,1555209252_57661_58665
BGC0000240,1555209252_52578_71251,1555209252_58694_59428
BGC0000240,1555209252_52578_71251,1555209252_59544_60584
BGC0000240,1555209252_52578_71251,1555209252_60601_61812
BGC0000240,1555209252_52578_71251,1555209252_61987_63003
BGC0000240,1555209252_52578_71251,1555209252_63018_64271
BGC0000240,1555209252_52578_71251,1555209252_64268_65596
BGC0000240,1555209252_52578_71251,1555209252_65553_65807
BGC0000240,1555209252_52578_71251,1555209252_65789_66772
BGC0000240,1555209252_52578_71251,1555209252_66835_67809
BGC0000240,1555209252_52578_71251,1555209252_67828_68151
BGC0000240,1555209252_52578_71251,1555209252_68263_68724
BGC0000240,1555209252_52578_71251,1555209252_68906_69778
BGC0000240,1555209252_52578_71251,1555209252_69839_71251
BGC0001669,4134603750_8163_20247,4134603750_8163_11246
BGC0001669,4134603750_8163_20247,4134603750_11272_12543
BGC0001669,4134603750_8163_20247,4134603750_12586_15144
BGC0001669,4134603750_8163_20247,4134603750_15514_15939
BGC0001669,4134603750_8163_20247,4134603750_15936_17132
BGC0001669,4134603750_8163_20247,4134603750_17123_17668
BGC0001669,4134603750_8163_20247,4134603750_17665_20247
BGC0000187,1335524878_20909_63922,1335524878_20909_21142
BGC0000187,1335524878_20909_63922,1335524878_21139_22389
BGC0000187,1335524878_20909_63922,1335524878_22419_23357
BGC0000187,1335524878_20909_63922,1335524878_23372_23872
BGC0000187,1335524878_20909_63922,1335524878_23921_24289
BGC0000187,1335524878_20909_63922,1335524878_24430_24885
BGC0000187,1335524878_20909_63922,1335524878_25156_25386
BGC0000187,1335524878_20909_63922,1335524878_25411_25818
BGC0000187,1335524878_20909_63922,1335524878_25976_26851
BGC0000187,1335524878_20909_63922,1335524878_26960_27535
BGC0000187,1335524878_20909_63922,1335524878_27554_28285
BGC0000187,1335524878_20909_63922,1335524878_28309_29028
BGC0000187,1335524878_20909_63922,1335524878_29329_30552
BGC0000187,1335524878_20909_63922,1335524878_30611_32614
BGC0000187,1335524878_20909_63922,1335524878_32658_33491
BGC0000187,1335524878_20909_63922,1335524878_33488_34672
BGC0000187,1335524878_20909_63922,1335524878_34669_37620
BGC0000187,1335524878_20909_63922,1335524878_37663_37917
BGC0000187,1335524878_20909_63922,1335524878_37928_39013
BGC0000187,1335524878_20909_63922,1335524878_39010_40062
BGC0000187,1335524878_20909_63922,1335524878_40108_40983
BGC0000187,1335524878_20909_63922,1335524878_41274_41729
BGC0000187,1335524878_20909_63922,1335524878_41746_42303
BGC0000187,1335524878_20909_63922,1335524878_42365_43069
BGC0000187,1335524878_20909_63922,1335524878_43147_43431
BGC0000187,1335524878_20909_63922,1335524878_43428_43880
BGC0000187,1335524878_20909_63922,1335524878_43877_44335
BGC0000187,1335524878_20909_63922,1335524878_44332_45744
BGC0000187,1335524878_20909_63922,1335524878_45867_46985
BGC0000187,1335524878_20909_63922,1335524878_47448_49043
BGC0000187,1335524878_20909_63922,1335524878_49040_50269
BGC0000187,1335524878_20909_63922,1335524878_50377_51912
BGC0000187,1335524878_20909_63922,1335524878_51995_53110
BGC0000187,1335524878_20909_63922,1335524878_53157_53879
BGC0000187,1335524878_20909_63922,1335524878_53935_55128
BGC0000187,1335524878_20909_63922,1335524878_55118_55381
BGC0000187,1335524878_20909_63922,1335524878_55378_55653
BGC0000187,1335524878_20909_63922,1335524878_55734_56570
BGC0000187,1335524878_20909_63922,1335524878_56829_57611
BGC0000187,1335524878_20909_63922,1335524878_57682_59259
BGC0000187,1335524878_20909_63922,1335524878_59539_60303
BGC0000187,1335524878_20909_63922,1335524878_60425_61579
BGC0000187,1335524878_20909_63922,1335524878_61590_62432
BGC0000187,1335524878_20909_63922,1335524878_62564_63922
BGC0001711,939789360_1_49942,939789360_1_720
BGC0001711,939789360_1_49942,939789360_877_1827
BGC0001711,939789360_1_49942,939789360_2026_3336
BGC0001711,939789360_1_49942,939789360_3415_4401
BGC0001711,939789360_1_49942,939789360_25732_27348
BGC0000212,4202578373_852_34976,4202578373_852_1832
BGC0000212,4202578373_852_34976,4202578373_2039_2659
BGC0000212,4202578373_852_34976,4202578373_2838_3278
BGC0000212,4202578373_852_34976,4202578373_3491_4333
BGC0000212,4202578373_852_34976,4202578373_4362_5075
BGC0000212,4202578373_852_34976,4202578373_5217_6839
BGC0000212,4202578373_852_34976,4202578373_6882_7361
BGC0000212,4202578373_852_34976,4202578373_7452_8294
BGC0000212,4202578373_852_34976,4202578373_8343_8777
BGC0000212,4202578373_852_34976,4202578373_8978_9838
BGC0000212,4202578373_852_34976,4202578373_9981_11078
BGC0000212,4202578373_852_34976,4202578373_11075_12139
BGC0000212,4202578373_852_34976,4202578373_12136_12414
BGC0000212,4202578373_852_34976,4202578373_12505_13743
BGC0000212,4202578373_852_34976,4202578373_13740_15014
BGC0000212,4202578373_852_34976,4202578373_15011_15364
BGC0000212,4202578373_852_34976,4202578373_15599_16384
BGC0000212,4202578373_852_34976,4202578373_16432_17784
BGC0000212,4202578373_852_34976,4202578373_17999_19321
BGC0000212,4202578373_852_34976,4202578373_19322_19939
BGC0000212,4202578373_852_34976,4202578373_19927_20871
BGC0000212,4202578373_852_34976,4202578373_21079_22425
BGC0000212,4202578373_852_34976,4202578373_22591_23700
BGC0000212,4202578373_852_34976,4202578373_23898_24773
BGC0000212,4202578373_852_34976,4202578373_24834_25553
BGC0000212,4202578373_852_34976,4202578373_25628_26407
BGC0000212,4202578373_852_34976,4202578373_26607_27041
BGC0000212,4202578373_852_34976,4202578373_27085_27855
BGC0000212,4202578373_852_34976,4202578373_27879_29216
BGC0000212,4202578373_852_34976,4202578373_29229_30551
BGC0000212,4202578373_852_34976,4202578373_30539_31534
BGC0000212,4202578373_852_34976,4202578373_31968_32348
BGC0000212,4202578373_852_34976,4202578373_32838_34142
BGC0000212,4202578373_852_34976,4202578373_34158_34976
BGC0000185,4078539311_1181_50247,4078539311_1181_2044
BGC0000185,4078539311_1181_50247,4078539311_2067_2777
BGC0000185,4078539311_1181_50247,4078539311_47534_48340
BGC0000185,4078539311_1181_50247,4078539311_48428_49795
BGC0000185,4078539311_1181_50247,4078539311_49792_50247
BGC0000198,93806542_1_38025,93806542_1_882
BGC0000198,93806542_1_38025,93806542_902_1558
BGC0000198,93806542_1_38025,93806542_1530_2039
BGC0000198,93806542_1_38025,93806542_2165_3115
BGC0000198,93806542_1_38025,93806542_3130_3954
BGC0000198,93806542_1_38025,93806542_4097_4840
BGC0000198,93806542_1_38025,93806542_4837_5997
BGC0000198,93806542_1_38025,93806542_5994_7346
BGC0000198,93806542_1_38025,93806542_7343_8548
BGC0000198,93806542_1_38025,93806542_8620_9750
BGC0000198,93806542_1_38025,93806542_10021_11256
BGC0000198,93806542_1_38025,93806542_11268_12740
BGC0000198,93806542_1_38025,93806542_12661_13005
BGC0000198,93806542_1_38025,93806542_13090_14325
BGC0000198,93806542_1_38025,93806542_14487_15218
BGC0000198,93806542_1_38025,93806542_15226_16377
BGC0000198,93806542_1_38025,93806542_16405_17382
BGC0000198,93806542_1_38025,93806542_17648_18688
BGC0000198,93806542_1_38025,93806542_18727_20349
BGC0000198,93806542_1_38025,93806542_20426_21256
BGC0000198,93806542_1_38025,93806542_21483_21836
BGC0000198,93806542_1_38025,93806542_21842_22237
BGC0000198,93806542_1_38025,93806542_22237_22722
BGC0000198,93806542_1_38025,93806542_22719_23081
BGC0000198,93806542_1_38025,93806542_24661_25476
BGC0000198,93806542_1_38025,93806542_25507_26349
BGC0000198,93806542_1_38025,93806542_26501_26884
BGC0000198,93806542_1_38025,93806542_26973_27428
BGC0000198,93806542_1_38025,93806542_27651_28889
BGC0000198,93806542_1_38025,93806542_29187_30455
BGC0000198,93806542_1_38025,93806542_30452_31669
BGC0000198,93806542_1_38025,93806542_31762_32487
BGC0000198,93806542_1_38025,93806542_32556_33932
BGC0000198,93806542_1_38025,93806542_33929_34927
BGC0000198,93806542_1_38025,93806542_35006_35260
BGC0000198,93806542_1_38025,93806542_35257_35583
BGC0000198,93806542_1_38025,93806542_36155_37174
BGC0000198,93806542_1_38025,93806542_37174_38025
BGC0000200,2502122159_1_31963,2502122159_1_1059
BGC0000200,2502122159_1_31963,2502122159_1062_1796
BGC0000200,2502122159_1_31963,2502122159_1822_2988
BGC0000200,2502122159_1_31963,2502122159_3207_3887
BGC0000200,2502122159_1_31963,2502122159_3911_5761
BGC0000200,2502122159_1_31963,2502122159_5791_6855
BGC0000200,2502122159_1_31963,2502122159_6917_7744
BGC0000200,2502122159_1_31963,2502122159_7741_8697
BGC0000200,2502122159_1_31963,2502122159_8694_9872
BGC0000200,2502122159_1_31963,2502122159_9874_11460
BGC0000200,2502122159_1_31963,2502122159_11526_12230
BGC0000200,2502122159_1_31963,2502122159_12253_13065
BGC0000200,2502122159_1_31963,2502122159_13091_14125
BGC0000200,2502122159_1_31963,2502122159_14316_15218
BGC0000200,2502122159_1_31963,2502122159_15240_15575
BGC0000200,2502122159_1_31963,2502122159_15572_16003
BGC0000200,2502122159_1_31963,2502122159_16000_17268
BGC0000200,2502122159_1_31963,2502122159_17272_18510
BGC0000200,2502122159_1_31963,2502122159_18513_18773
BGC0000200,2502122159_1_31963,2502122159_18775_19236
BGC0000200,2502122159_1_31963,2502122159_19240_19701
BGC0000200,2502122159_1_31963,2502122159_19725_20483
BGC0000200,2502122159_1_31963,2502122159_20483_20836
BGC0000200,2502122159_1_31963,2502122159_20833_21144
BGC0000200,2502122159_1_31963,2502122159_21158_21961
BGC0000200,2502122159_1_31963,2502122159_22020_22475
BGC0000200,2502122159_1_31963,2502122159_22478_22858
BGC0000200,2502122159_1_31963,2502122159_22858_23595
BGC0000200,2502122159_1_31963,2502122159_23592_25082
BGC0000200,2502122159_1_31963,2502122159_25098_25478
BGC0000200,2502122159_1_31963,2502122159_25490_27076
BGC0000200,2502122159_1_31963,2502122159_27260_27943
BGC0000200,2502122159_1_31963,2502122159_27940_29121
BGC0000200,2502122159_1_31963,2502122159_29288_30136
BGC0000200,2502122159_1_31963,2502122159_30183_31214
BGC0000200,2502122159_1_31963,2502122159_31436_31963
BGC0001696,1112433372_5243_6595,1112433372_5243_6595
BGC0000217,1656166435_373_8089,1656166435_373_1320
BGC0000217,1656166435_373_8089,1656166435_1350_2138
BGC0000217,1656166435_373_8089,1656166435_2317_2712
BGC0000217,1656166435_373_8089,1656166435_2709_3965
BGC0000217,1656166435_373_8089,1656166435_3971_5248
BGC0000217,1656166435_373_8089,1656166435_5245_6303
BGC0000217,1656166435_373_8089,1656166435_6314_7330
BGC0000217,1656166435_373_8089,1656166435_7308_7508
BGC0000217,1656166435_373_8089,1656166435_7505_8089
BGC0000189,720856818_1_6436,720856818_2021_3130
BGC0000189,720856818_1_6436,720856818_3179_4045
BGC0000189,720856818_1_6436,720856818_4110_5090
BGC0000189,720856818_1_6436,720856818_5405_6436
BGC0000253,2017657813_2389_23652,2017657813_2389_3627
BGC0000253,2017657813_2389_23652,2017657813_3855_4688
BGC0000253,2017657813_2389_23652,2017657813_4685_5332
BGC0000253,2017657813_2389_23652,2017657813_5346_5537
BGC0000253,2017657813_2389_23652,2017657813_5534_6187
BGC0000253,2017657813_2389_23652,2017657813_6721_7527
BGC0000253,2017657813_2389_23652,2017657813_7963_9447
BGC0000253,2017657813_2389_23652,2017657813_9556_9888
BGC0000253,2017657813_2389_23652,2017657813_9885_11009
BGC0000253,2017657813_2389_23652,2017657813_11006_12229
BGC0000253,2017657813_2389_23652,2017657813_12310_12582
BGC0000253,2017657813_2389_23652,2017657813_12706_13488
BGC0000253,2017657813_2389_23652,2017657813_13516_14463
BGC0000253,2017657813_2389_23652,2017657813_14453_15925
BGC0000253,2017657813_2389_23652,2017657813_15945_17465
BGC0000253,2017657813_2389_23652,2017657813_17521_18402
BGC0000253,2017657813_2389_23652,2017657813_18386_19930
BGC0000253,2017657813_2389_23652,2017657813_19956_20165
BGC0000253,2017657813_2389_23652,2017657813_20498_22216
BGC0000253,2017657813_2389_23652,2017657813_22247_22765
BGC0000253,2017657813_2389_23652,2017657813_22849_23652
BGC0001723,4043533527_129_10733,4043533527_129_1616
BGC0001723,4043533527_129_10733,4043533527_1725_2057
BGC0001723,4043533527_129_10733,4043533527_2054_3325
BGC0001723,4043533527_129_10733,4043533527_3322_4545
BGC0001723,4043533527_129_10733,4043533527_4626_4898
BGC0001723,4043533527_129_10733,4043533527_5022_5804
BGC0001723,4043533527_129_10733,4043533527_5832_6779
BGC0001723,4043533527_129_10733,4043533527_6769_8241
BGC0001723,4043533527_129_10733,4043533527_8261_9781
BGC0001723,4043533527_129_10733,4043533527_9855_10733
BGC0000208,274033233_3079_25625,274033233_3079_4377
BGC0000208,274033233_3079_25625,274033233_4374_5630
BGC0000208,274033233_3079_25625,274033233_5655_5921
BGC0000208,274033233_3079_25625,274033233_5993_6901
BGC0000208,274033233_3079_25625,274033233_6990_8102
BGC0000208,274033233_3079_25625,274033233_8185_9384
BGC0000208,274033233_3079_25625,274033233_9607_11124
BGC0000208,274033233_3079_25625,274033233_11144_11263
BGC0000208,274033233_3079_25625,274033233_11263_12708
BGC0000208,274033233_3079_25625,274033233_12859_13431
BGC0000208,274033233_3079_25625,274033233_13445_14791
BGC0000208,274033233_3079_25625,274033233_14924_16138
BGC0000208,274033233_3079_25625,274033233_16146_17171
BGC0000208,274033233_3079_25625,274033233_17249_19180
BGC0000208,274033233_3079_25625,274033233_19206_19658
BGC0000208,274033233_3079_25625,274033233_19823_20611
BGC0000208,274033233_3079_25625,274033233_20640_21587
BGC0000208,274033233_3079_25625,274033233_21580_24000
BGC0000208,274033233_3079_25625,274033233_24167_24943
BGC0000208,274033233_3079_25625,274033233_24987_25625
BGC0000203,2177644847_11964_48404,2177644847_11964_13427
